,BTCUSDT,ETHUSDT,SOLUSDT,VELVETUSDT,HYPEUSDT,ZECUSDT,XRPUSDT,WLDUSDT,DOGEUSDT,AIOUSDT,NEARUSDT,BNBUSDT,HUSDT,STGUSDT,1000PEPEUSDT,ADAUSDT,SUIUSDT,PAXGUSDT,PLAYUSDT,HMSTRUSDT,ENAUSDT,IDUSDT,FILUSDT,AVAXUSDT,LINKUSDT,XLMUSDT,BCHUSDT,TONUSDT,CRVUSDT,HOMEUSDT,ESPORTSUSDT,TAOUSDT,TRXUSDT,DOTUSDT,SKYAIUSDT,ARBUSDT,SIRENUSDT,ONDOUSDT,CHZUSDT,LTCUSDT,XMRUSDT,INJUSDT,SAHARAUSDT,TRUMPUSDT,UNIUSDT,AAVEUSDT,FETUSDT,PUMPUSDT,PENGUUSDT,VVVUSDT,ASTRUSDT,ATOMUSDT,PIPPINUSDT,FIDAUSDT,OPUSDT,SXTUSDT,APTUSDT,EPICUSDT,FARTCOINUSDT,1000SHIBUSDT,DEXEUSDT,GALAUSDT,DASHUSDT,VIRTUALUSDT,JTOUSDT,ORDIUSDT,ICPUSDT,PYTHUSDT,ETCUSDT,WIFUSDT,MORPHOUSDT
2025-11-07 00:00:00+00:00,103305.2,3434.36,161.72,0.22151,42.243,645.27,2.3149,0.8342,0.17873,0.13395,2.766,991.21,0.23267,0.1479,0.0061943,0.576,2.1441,3989.91,0.02416,0.0003346,0.3338,0.10268,3.374,17.74,15.79,0.29148,512.0,2.0898,0.485,0.022791,0.21632,399.29,0.29211,3.251,0.02119,0.2995,0.08542,0.667,0.03455,101.85,367.74,7.678,0.07985,7.729,5.871,207.99,0.3655,0.004182,0.015732,1.364,0.016076,3.049,0.03826,0.05985,0.4234,0.05195,3.163,0.7738,0.2995,0.010023,6.847,0.01029,101.19,1.5043,0.8241,5.544,8.198,0.11031,17.908,0.4802,1.7745
2025-11-08 00:00:00+00:00,102269.3,3400.07,157.94,0.21653,40.145,599.21,2.2854,0.8161,0.17597,0.1231,2.932,990.5,0.18624,0.1439,0.0060864,0.5682,2.1215,3988.11,0.02356,0.0003337,0.3204,0.10382,2.956,17.488,15.508,0.28318,495.4,2.0921,0.48,0.02316,0.21886,367.54,0.2915,3.248,0.0198,0.2979,0.0814,0.6596,0.03416,106.89,366.06,7.436,0.07797,7.497,6.006,202.69,0.3405,0.003774,0.014799,1.297,0.01588,2.951,0.03584,0.05895,0.423,0.0501,3.0798,0.7956,0.2943,0.009955,6.458,0.01029,81.54,1.3744,0.8028,5.299,8.95,0.10304,16.374,0.475,1.8334
2025-11-09 00:00:00+00:00,104670.6,3581.31,164.45,0.21356,41.813,615.53,2.3649,0.8165,0.17922,0.12363,3.073,996.12,0.18216,0.1471,0.0060636,0.5785,2.1437,4003.24,0.02422,0.0003281,0.3266,0.10074,2.781,17.764,15.919,0.28562,503.21,2.1084,0.479,0.023188,0.218,380.93,0.2905,3.229,0.02034,0.2992,0.0818,0.6713,0.03394,110.22,418.41,7.595,0.07863,7.692,6.57,212.17,0.3489,0.004119,0.015267,1.325,0.015708,2.969,0.03461,0.05917,0.4284,0.04954,3.2333,0.7566,0.3225,0.009984,6.475,0.01018,81.67,1.456,0.7836,5.206,7.555,0.10545,16.152,0.4805,1.9781
2025-11-10 00:00:00+00:00,105966.3,3566.38,167.24,0.20057,41.443,522.55,2.525,0.8307,0.1817,0.12246,2.785,991.55,0.17057,0.1435,0.0062182,0.5924,2.1618,4112.06,0.02478,0.0003345,0.3395,0.10138,2.554,18.169,16.358,0.3003,517.05,2.1396,0.522,0.02424,0.23672,386.96,0.29636,3.264,0.02067,0.3067,0.08899,0.6926,0.03425,104.2,387.72,8.185,0.07894,8.875,9.34,228.23,0.3506,0.004505,0.016295,1.36,0.015907,3.105,0.03797,0.05885,0.4443,0.04933,3.2956,0.741,0.3411,0.010139,6.418,0.01063,72.67,1.4645,0.8015,5.191,6.817,0.10922,16.487,0.498,2.0151
2025-11-11 00:00:00+00:00,103005.8,3416.32,154.5,0.19594,38.682,443.62,2.3903,0.7705,0.17197,0.11278,2.546,957.89,0.16984,0.1356,0.0058364,0.556,2.0069,4127.16,0.02478,0.000302,0.3089,0.09735,2.227,16.996,15.275,0.28158,505.29,2.0288,0.468,0.0231,0.25469,363.33,0.29651,3.053,0.0183,0.2755,0.09434,0.6489,0.03261,99.64,367.95,7.546,0.07769,7.881,8.245,207.6,0.3296,0.004099,0.014664,1.213,0.015149,2.939,0.03519,0.05453,0.4062,0.0465,3.0893,0.6712,0.2922,0.009631,6.114,0.00988,67.05,1.3339,0.7118,4.933,5.966,0.10035,15.612,0.4598,1.9887
2025-11-12 00:00:00+00:00,101605.8,3413.46,153.32,0.2106,38.356,505.05,2.3864,0.7612,0.17008,0.11016,2.533,952.51,0.16682,0.1376,0.0057132,0.5454,1.9664,4175.59,0.02444,0.0002985,0.3072,0.09615,2.196,16.805,15.142,0.27746,506.83,2.0079,0.451,0.022342,0.37867,348.11,0.29441,2.925,0.01745,0.2592,0.08206,0.6368,0.03242,97.56,388.38,7.227,0.07797,7.476,7.563,205.01,0.3117,0.003916,0.014308,1.187,0.014821,2.889,0.03342,0.05354,0.3995,0.04515,3.0335,0.7137,0.2805,0.009501,6.014,0.00963,67.07,1.256,0.7082,4.745,6.389,0.09944,15.288,0.447,2.0059
2025-11-13 00:00:00+00:00,99654.3,3230.12,144.62,0.22029,38.527,519.51,2.3211,0.7437,0.16374,0.11176,2.446,926.67,0.17366,0.1369,0.005422,0.5294,1.8717,4173.91,0.02987,0.0002857,0.2908,0.09224,2.067,16.087,14.537,0.26814,508.98,1.987,0.459,0.022524,0.33618,340.07,0.29304,2.851,0.01834,0.2445,0.07844,0.6131,0.03163,96.49,385.75,6.937,0.07699,7.241,7.748,198.64,0.2901,0.003624,0.013571,1.12,0.014174,2.865,0.03528,0.05192,0.3901,0.04284,2.9774,0.6704,0.2655,0.009295,6.095,0.00933,63.62,1.2446,0.6602,4.58,5.857,0.09594,15.049,0.4402,2.0605
2025-11-14 00:00:00+00:00,94544.9,3111.2,138.83,0.19184,37.492,608.14,2.2432,0.7044,0.15756,0.11261,2.353,915.69,0.17266,0.1301,0.0049049,0.4981,1.7395,4072.02,0.02812,0.0002835,0.2765,0.0891,1.996,15.111,13.802,0.25921,479.28,1.8175,0.43,0.020155,0.35981,336.04,0.29245,2.811,0.01878,0.2374,0.07811,0.5748,0.03096,97.63,391.68,6.671,0.07714,7.182,6.987,173.81,0.2706,0.003473,0.012872,1.107,0.013373,2.799,0.03128,0.0499,0.3786,0.04115,2.9182,0.6048,0.2341,0.008971,5.629,0.00895,74.35,1.1745,0.5972,4.479,5.39,0.09024,14.706,0.4033,1.9985
2025-11-15 00:00:00+00:00,95560.3,3166.55,139.55,0.18868,38.567,669.85,2.2358,0.699,0.16309,0.12068,2.406,932.79,0.16426,0.1332,0.0049824,0.5032,1.769,4092.9,0.02747,0.00029,0.2755,0.08918,2.033,15.52,14.128,0.25937,502.1,1.8539,0.43,0.020267,0.34316,335.66,0.2947,2.83,0.02156,0.241,0.07844,0.5826,0.03144,101.67,418.71,6.746,0.07787,7.207,7.356,178.42,0.2858,0.003588,0.013127,1.137,0.013705,2.852,0.02994,0.0509,0.3895,0.04122,2.9241,0.6204,0.2436,0.009041,5.701,0.0091,92.36,1.1489,0.5893,4.522,5.271,0.09156,15.286,0.424,1.9963
2025-11-16 00:00:00+00:00,94221.7,3094.05,137.12,0.19483,38.699,698.69,2.2137,0.6731,0.15851,0.12724,2.288,927.15,0.15268,0.128,0.0048658,0.4844,1.6784,4087.58,0.02898,0.000278,0.2749,0.08746,1.959,15.132,13.727,0.25377,483.07,1.8223,0.421,0.021976,0.37125,320.36,0.29216,2.783,0.01929,0.2357,0.07537,0.5574,0.03055,95.74,407.48,6.486,0.07932,7.06,7.174,172.78,0.2735,0.003418,0.012476,1.114,0.013322,2.764,0.02885,0.04941,0.3825,0.04058,2.8291,0.5788,0.244,0.008893,5.458,0.00859,85.54,1.1069,0.5735,4.395,4.787,0.08816,14.78,0.4102,1.9987
2025-11-17 00:00:00+00:00,92169.7,3030.06,130.9,0.18833,39.335,610.61,2.1622,0.6513,0.15205,0.12438,2.27,907.32,0.14986,0.1256,0.0047167,0.4659,1.6172,4025.2,0.02853,0.0002724,0.2597,0.08579,2.019,14.512,13.323,0.24694,490.33,1.7581,0.406,0.020168,0.35899,313.13,0.29168,2.663,0.01791,0.2269,0.06988,0.5311,0.03004,91.2,406.47,6.234,0.07935,6.914,7.417,169.04,0.2683,0.00289,0.012018,1.076,0.013136,2.706,0.02664,0.04713,0.3651,0.03782,2.7507,0.5722,0.2416,0.008581,5.387,0.00845,82.2,1.0597,0.5497,4.296,5.507,0.08449,14.266,0.3883,1.817
2025-11-18 00:00:00+00:00,92916.9,3122.2,140.61,0.18234,38.653,624.42,2.2162,0.6867,0.16168,0.11816,2.276,933.35,0.14341,0.1267,0.004867,0.4751,1.6679,4066.93,0.02925,0.000277,0.2776,0.08667,1.985,14.58,13.797,0.25582,522.72,1.7939,0.435,0.021312,0.34084,332.07,0.29015,2.754,0.02217,0.2373,0.07003,0.5461,0.03085,95.61,403.07,6.601,0.08051,7.138,7.495,178.19,0.3002,0.003122,0.012347,1.161,0.013437,2.757,0.02633,0.04822,0.3805,0.03723,2.9118,0.5672,0.257,0.008873,5.4,0.00869,77.62,1.1364,0.5617,4.679,5.094,0.08747,14.64,0.4169,1.8843
2025-11-19 00:00:00+00:00,91508.9,3024.09,136.96,0.18774,38.842,673.52,2.1082,0.6668,0.15453,0.11881,2.375,897.66,0.13615,0.1237,0.0047637,0.4637,1.6059,4096.22,0.02912,0.0002696,0.2688,0.08509,1.88,14.282,13.52,0.24634,486.05,1.7287,0.43,0.021604,0.34124,325.9,0.28677,2.69,0.0222,0.2295,0.06798,0.5292,0.02976,92.85,367.42,6.51,0.0806,6.868,7.221,174.41,0.33,0.003201,0.012063,1.113,0.013223,2.73,0.02537,0.04705,0.3751,0.0381,2.8834,0.5605,0.2687,0.00856,5.295,0.00835,79.56,1.1456,0.5466,4.375,4.961,0.08418,14.202,0.3977,1.8578
2025-11-20 00:00:00+00:00,86601.3,2832.97,133.6,0.18102,37.541,655.2,1.9989,0.6541,0.14886,0.11874,2.073,866.91,0.12436,0.1182,0.0044488,0.4322,1.4962,4071.65,0.02802,0.0002642,0.2533,0.08217,1.82,13.8,12.932,0.23675,480.2,1.5629,0.409,0.020883,0.37152,305.39,0.28041,2.541,0.02097,0.215,0.06638,0.5004,0.02848,87.19,339.88,5.946,0.07847,6.661,6.567,164.55,0.3149,0.002951,0.011478,1.029,0.012706,2.736,0.0239,0.0474,0.3606,0.03768,2.7414,0.5783,0.2688,0.008247,5.081,0.00802,72.85,0.996,0.5253,4.369,4.616,0.08079,13.488,0.3784,1.5934
2025-11-21 00:00:00+00:00,85093.5,2764.69,128.61,0.18513,33.85,550.68,1.95,0.5931,0.14022,0.11766,1.863,831.16,0.12266,0.112,0.0041191,0.4089,1.3899,4063.63,0.02924,0.0002502,0.2372,0.07769,1.658,13.278,12.11,0.23158,533.33,1.5229,0.38,0.020007,0.40568,279.86,0.27652,2.345,0.02224,0.2019,0.06385,0.4664,0.02784,82.61,335.38,5.439,0.07821,6.267,6.423,157.72,0.295,0.00274,0.010498,0.992,0.012098,2.514,0.02218,0.04516,0.3078,0.03615,2.3916,0.6075,0.2237,0.007839,4.881,0.00757,60.44,0.9128,0.4784,3.847,4.304,0.07417,13.528,0.3291,1.5119
2025-11-22 00:00:00+00:00,84689.4,2769.06,127.5,0.18544,29.977,517.69,1.9497,0.6051,0.14019,0.11673,1.84,834.28,0.11836,0.1133,0.0041219,0.4043,1.3441,4056.7,0.02886,0.0002518,0.2329,0.07819,1.613,13.23,12.166,0.22994,556.12,1.5324,0.371,0.020268,0.40003,271.79,0.27415,2.308,0.02314,0.2001,0.06386,0.4623,0.02788,82.05,369.09,5.395,0.07787,6.288,6.157,161.05,0.2791,0.002658,0.010196,0.992,0.012426,2.511,0.02935,0.04487,0.3024,0.0355,2.3256,0.553,0.2097,0.007793,4.599,0.0074,56.98,0.8773,0.4641,3.81,4.036,0.07277,13.492,0.3321,1.4904
2025-11-23 00:00:00+00:00,86807.7,2800.73,130.51,0.18086,31.863,572.35,2.0477,0.609,0.14494,0.11108,1.821,844.05,0.11964,0.113,0.0041602,0.4083,1.3677,4062.95,0.02777,0.0002469,0.2367,0.07809,1.61,13.267,12.511,0.24711,539.07,1.4682,0.382,0.021394,0.40858,297.68,0.27487,2.257,0.02266,0.2007,0.06377,0.4751,0.02776,83.03,389.1,5.349,0.07879,6.261,6.132,167.35,0.2752,0.002525,0.010338,0.988,0.012495,2.494,0.02771,0.04463,0.3013,0.03468,2.3377,0.5551,0.224,0.007856,4.48,0.0074,56.43,0.8819,0.4636,3.857,4.047,0.07215,13.549,0.3349,1.4905
2025-11-24 00:00:00+00:00,88247.1,2952.19,138.38,0.18154,33.728,519.25,2.227,0.6368,0.15173,0.08742,1.905,865.26,0.1242,0.1155,0.0045606,0.4274,1.5269,4141.81,0.0281,0.0002569,0.2638,0.08083,1.641,13.889,12.962,0.25454,549.03,1.5483,0.41,0.024594,0.45239,291.92,0.27462,2.338,0.02273,0.2173,0.06695,0.4995,0.02879,85.43,386.51,5.757,0.08055,6.367,6.291,178.41,0.277,0.002813,0.011257,1.052,0.012974,2.5,0.06409,0.04635,0.3185,0.03595,2.3414,0.576,0.2826,0.00833,4.651,0.0077,56.59,0.9358,0.5072,4.027,4.195,0.07735,14.167,0.3763,1.5497
2025-11-25 00:00:00+00:00,87324.1,2958.24,138.9,0.18019,33.717,510.65,2.201,0.6403,0.15295,0.08637,1.912,863.11,0.12194,0.1207,0.0045755,0.4217,1.5629,4126.57,0.03041,0.0002589,0.2834,0.08158,1.67,14.172,13.077,0.2521,526.85,1.5591,0.417,0.026916,0.41636,309.86,0.27446,2.294,0.02187,0.2162,0.06767,0.5054,0.02924,85.26,384.54,5.953,0.08081,6.227,6.231,178.89,0.2796,0.002782,0.011351,1.064,0.013119,2.466,0.06331,0.04645,0.3246,0.03727,2.2916,0.5925,0.3002,0.008794,4.674,0.0078,57.23,0.9169,0.5098,4.059,4.345,0.07791,14.159,0.3668,1.5256
2025-11-26 00:00:00+00:00,90438.1,3025.02,142.95,0.18266,36.222,526.22,2.222,0.6561,0.15467,0.08606,1.936,892.08,0.14274,0.1173,0.004695,0.4355,1.5425,4164.19,0.02933,0.0002574,0.2804,0.08125,1.674,14.945,13.449,0.25841,543.28,1.6075,0.44,0.025468,0.44504,309.36,0.27639,2.343,0.02258,0.2186,0.06972,0.5166,0.02922,86.8,398.89,6.024,0.08185,6.282,6.3,185.67,0.267,0.002926,0.01162,1.088,0.013192,2.524,0.0597,0.0473,0.3252,0.03723,2.2696,0.6198,0.3528,0.008585,4.624,0.00784,69.41,0.977,0.5423,4.148,4.237,0.07913,14.118,0.3865,1.5097
2025-11-27 00:00:00+00:00,91292.2,3013.8,140.77,0.18028,34.723,489.74,2.1989,0.653,0.15256,0.08435,1.904,896.12,0.11653,0.1205,0.0047104,0.4329,1.5425,4158.66,0.03124,0.0002587,0.2856,0.08166,1.615,15.011,13.329,0.25558,532.53,1.6343,0.439,0.023725,0.47986,296.51,0.28018,2.335,0.02399,0.2205,0.07231,0.5215,0.02939,86.53,409.85,6.167,0.08315,6.138,6.136,185.85,0.2624,0.002916,0.011306,1.061,0.014429,2.518,0.06253,0.04874,0.3337,0.03768,2.2632,0.6048,0.3416,0.008751,4.666,0.00793,61.69,1.0023,0.5088,4.133,4.032,0.0765,13.865,0.3833,1.5308
2025-11-28 00:00:00+00:00,90847.8,3029.8,137.28,0.18032,34.924,452.04,2.1782,0.6481,0.15011,0.08588,1.877,887.54,0.12885,0.12,0.0046292,0.4197,1.5204,4230.5,0.03004,0.0002483,0.2819,0.07976,1.616,14.837,13.114,0.25323,548.3,1.5826,0.427,0.02326,0.45817,298.38,0.2809,2.282,0.02433,0.2166,0.08091,0.5153,0.03048,84.18,411.11,5.975,0.07202,6.037,6.124,185.18,0.2668,0.00292,0.011182,1.053,0.013803,2.438,0.07442,0.04738,0.3309,0.03664,2.1558,0.6435,0.3433,0.008637,4.791,0.00783,58.19,0.9345,0.4941,4.094,4.03,0.07569,13.796,0.3808,1.5271
2025-11-29 00:00:00+00:00,90765.0,2987.96,135.84,0.18492,34.329,460.34,2.1998,0.6304,0.14829,0.08502,1.849,873.26,0.12167,0.1168,0.0045636,0.4144,1.4981,4246.4,0.02933,0.0002441,0.2834,0.07794,1.603,14.239,12.976,0.25378,521.11,1.5775,0.42,0.022911,0.45388,296.18,0.28084,2.257,0.02468,0.2143,0.08323,0.5092,0.03065,83.89,412.66,5.94,0.04402,6.024,6.055,181.98,0.2594,0.002885,0.010817,1.019,0.013578,2.426,0.10152,0.04823,0.3265,0.03569,2.0366,0.5954,0.3199,0.008516,4.376,0.00764,56.49,0.934,0.474,4.014,3.998,0.07534,13.711,0.3786,1.4848
2025-11-30 00:00:00+00:00,90320.6,2990.02,133.38,0.18083,31.934,427.99,2.1537,0.619,0.1459,0.08485,1.803,875.21,0.119,0.1188,0.004531,0.4139,1.496,4235.43,0.02962,0.0002294,0.2586,0.07604,1.569,13.705,12.945,0.24784,540.47,1.5925,0.414,0.024114,0.44672,288.78,0.28125,2.206,0.01969,0.2104,0.08508,0.5036,0.03016,82.32,434.76,5.726,0.04215,5.997,6.036,177.32,0.2555,0.002946,0.010719,1.013,0.013239,2.372,0.15063,0.04762,0.3186,0.03332,1.9828,0.5932,0.3056,0.008364,3.766,0.00751,53.35,0.9054,0.4647,4.032,3.826,0.07326,13.716,0.3664,1.4525
2025-12-01 00:00:00+00:00,86241.6,2797.47,126.57,0.18744,31.01,344.12,2.0286,0.5738,0.13536,0.08581,1.624,826.47,0.1118,0.1109,0.0040508,0.3853,1.3441,4242.22,0.02928,0.0002156,0.2428,0.07364,1.48,12.745,12.067,0.23361,522.65,1.502,0.387,0.023572,0.44868,264.87,0.27665,2.039,0.01795,0.1935,0.08752,0.4623,0.02872,77.48,405.11,5.209,0.03961,5.719,5.596,171.28,0.2309,0.002787,0.009762,0.948,0.012631,2.266,0.18843,0.04379,0.2871,0.03093,1.8675,0.5323,0.32,0.007967,3.895,0.00676,48.31,0.835,0.4165,3.564,3.711,0.06749,12.958,0.346,1.3793
2025-12-02 00:00:00+00:00,91249.1,2994.63,138.65,0.1804,33.848,312.73,2.1526,0.628,0.1457,0.08302,1.804,877.18,0.1158,0.1258,0.0045651,0.4334,1.6272,4211.01,0.0312,0.0002281,0.2694,0.07697,1.531,13.622,13.462,0.2546,545.13,1.5788,0.387,0.024089,0.40077,275.99,0.2808,2.248,0.02031,0.2126,0.08468,0.5014,0.03018,82.75,397.56,5.828,0.0401,5.988,5.915,189.78,0.2556,0.003262,0.01224,1.02,0.013225,2.364,0.22517,0.04636,0.3167,0.03231,1.9682,0.5683,0.3522,0.008452,3.896,0.00741,47.36,0.9183,0.4662,3.979,3.761,0.07242,13.58,0.404,1.4623
2025-12-03 00:00:00+00:00,93376.7,3187.07,144.62,0.17989,34.65,338.66,2.1965,0.6343,0.15159,0.08111,1.845,921.19,0.0806,0.124,0.0048007,0.4498,1.6889,4213.27,0.02913,0.0002304,0.2969,0.0791,1.596,14.776,14.631,0.25784,590.16,1.6474,0.42,0.025209,0.4185,294.84,0.28024,2.364,0.02734,0.2225,0.09559,0.5128,0.03095,85.79,407.68,5.996,0.03914,6.063,6.103,197.74,0.261,0.003168,0.01199,1.152,0.013535,2.392,0.20216,0.04733,0.3272,0.03278,2.0194,0.57,0.3485,0.008969,4.192,0.00775,48.72,0.9846,0.4725,4.173,3.739,0.07479,14.179,0.3986,1.4845
2025-12-04 00:00:00+00:00,92034.7,3132.01,138.96,0.1815,33.519,367.32,2.0949,0.6194,0.14734,0.0826,1.795,900.48,0.07623,0.1225,0.0047621,0.439,1.6577,4212.06,0.03017,0.000221,0.2834,0.07743,1.543,14.391,14.248,0.25173,574.5,1.591,0.405,0.02424,0.41612,289.94,0.28614,2.27,0.02985,0.2158,0.09365,0.4909,0.03015,83.48,402.81,5.78,0.04038,5.92,5.958,190.42,0.2494,0.003119,0.01165,1.114,0.013142,2.307,0.18038,0.04546,0.3187,0.03144,1.9352,0.5398,0.3805,0.008698,4.023,0.0075,49.42,0.9162,0.4558,4.106,3.64,0.07171,13.728,0.3822,1.4247
2025-12-05 00:00:00+00:00,89288.5,3020.38,133.22,0.18521,30.965,359.77,2.0333,0.5733,0.13947,0.08666,1.68,883.97,0.07276,0.1198,0.0043895,0.4155,1.5549,4207.78,0.03066,0.0002149,0.2598,0.07435,1.484,13.201,13.581,0.23969,559.2,1.5695,0.387,0.024103,0.39998,275.5,0.28545,2.123,0.03439,0.2022,0.09339,0.4631,0.02959,80.33,399.38,5.495,0.03767,5.733,5.469,183.37,0.2342,0.002837,0.010638,1.116,0.012417,2.194,0.19305,0.04419,0.3004,0.03024,1.7473,0.5224,0.3744,0.0083,3.873,0.0071,46.95,0.8437,0.4328,3.923,3.481,0.06823,13.131,0.3707,1.2884
2025-12-06 00:00:00+00:00,89197.1,3036.53,132.14,0.18591,30.946,341.4,2.0298,0.5772,0.1397,0.08513,1.707,890.62,0.05861,0.1221,0.0045112,0.4135,1.5628,4210.88,0.03133,0.0002534,0.2621,0.07668,1.49,13.394,13.912,0.23937,583.16,1.5968,0.383,0.024023,0.39586,282.88,0.28684,2.126,0.03482,0.2073,0.08959,0.4677,0.03177,81.65,392.35,5.533,0.03638,5.719,5.561,187.31,0.2351,0.002981,0.011094,1.109,0.012602,2.237,0.20822,0.04558,0.3143,0.03076,1.7556,0.5409,0.3771,0.008419,3.862,0.00716,47.36,0.8506,0.4482,4.166,3.494,0.06947,13.314,0.3798,1.2415
2025-12-07 00:00:00+00:00,90345.4,3058.14,132.16,0.18593,29.719,342.67,2.0426,0.5655,0.13862,0.08649,1.701,894.8,0.04751,0.1191,0.004424,0.4171,1.5829,4212.26,0.03129,0.000221,0.2673,0.07431,1.453,13.473,13.641,0.23711,598.03,1.6144,0.381,0.023702,0.39571,276.9,0.28664,2.091,0.02978,0.204,0.09072,0.4555,0.03069,81.38,362.48,5.426,0.0347,5.654,5.458,187.39,0.2358,0.002911,0.010976,1.093,0.012316,2.176,0.1568,0.04451,0.3047,0.02914,1.7071,0.5182,0.3702,0.008329,3.826,0.00702,44.49,0.8297,0.436,3.938,3.424,0.06723,13.111,0.368,1.1979
2025-12-08 00:00:00+00:00,90610.8,3123.14,133.19,0.18833,29.484,405.19,2.0711,0.6136,0.14253,0.09338,1.744,897.35,0.0529,0.12,0.0047504,0.4326,1.6093,4202.08,0.03241,0.0002246,0.2724,0.07528,1.503,13.637,13.754,0.2408,578.77,1.6182,0.392,0.02428,0.40961,294.14,0.28106,2.129,0.02929,0.2123,0.0888,0.4842,0.03174,83.83,374.41,5.624,0.03508,5.685,5.614,191.42,0.2402,0.00305,0.01144,1.128,0.012519,2.247,0.17866,0.04476,0.3181,0.02917,1.7905,0.5203,0.3814,0.008569,3.892,0.00731,49.65,0.8336,0.4301,4.244,3.395,0.06912,13.43,0.3887,1.2054
2025-12-09 00:00:00+00:00,92638.4,3316.49,137.82,0.19686,27.896,432.8,2.1051,0.6434,0.1479,0.08726,1.81,897.62,0.05203,0.1275,0.0049489,0.4694,1.6588,4214.0,0.03204,0.0002284,0.2793,0.08067,1.544,14.599,14.399,0.25301,584.27,1.6645,0.411,0.023468,0.41364,301.81,0.28205,2.291,0.02882,0.2224,0.08306,0.4991,0.03306,85.79,388.26,5.822,0.03544,5.933,5.744,202.29,0.2632,0.003066,0.012653,1.132,0.013061,2.325,0.31151,0.04565,0.3385,0.02992,1.885,0.5491,0.3683,0.008717,3.959,0.00779,50.36,0.8861,0.438,4.412,3.741,0.07066,13.859,0.4375,1.2861
2025-12-10 00:00:00+00:00,91977.5,3322.79,136.18,0.19148,28.817,404.35,2.0406,0.6159,0.14324,0.08724,1.758,893.88,0.05284,0.1275,0.0046437,0.4534,1.6138,4237.02,0.03408,0.0002198,0.2593,0.07614,1.465,14.107,14.088,0.24982,572.35,1.6563,0.407,0.023589,0.39869,292.18,0.27993,2.189,0.03041,0.2163,0.08935,0.4894,0.03218,84.28,402.99,5.64,0.03407,5.732,5.597,196.81,0.2523,0.002869,0.011742,1.11,0.012696,2.267,0.33909,0.04491,0.3233,0.02844,1.7767,0.5254,0.3539,0.008541,3.878,0.0075,46.8,0.8398,0.4182,4.103,3.446,0.06815,13.662,0.3909,1.2331
2025-12-11 00:00:00+00:00,92477.5,3235.77,136.36,0.19653,29.128,450.45,2.033,0.5959,0.14028,0.09037,1.673,886.29,0.0542,0.1254,0.0045938,0.4251,1.6111,4282.51,0.03498,0.0002135,0.2648,0.0738,1.378,13.407,14.06,0.24571,573.93,1.6443,0.395,0.023161,0.42452,297.15,0.28028,2.065,0.02922,0.2125,0.08599,0.4733,0.03309,82.89,407.57,5.548,0.03255,5.682,5.546,202.33,0.2417,0.002856,0.011219,1.099,0.01243,2.184,0.32288,0.04473,0.3142,0.02764,1.7245,0.5074,0.3638,0.008501,3.74,0.00738,48.1,0.8412,0.4054,4.164,3.411,0.06503,13.242,0.4024,1.2188
2025-12-12 00:00:00+00:00,90229.6,3083.34,132.19,0.19867,28.588,454.6,2.0063,0.5801,0.13684,0.0888,1.636,881.86,0.05307,0.1276,0.0043264,0.4089,1.5584,4306.83,0.03639,0.0002137,0.2481,0.07276,1.344,13.103,13.627,0.23849,581.33,1.6084,0.395,0.022704,0.41224,291.43,0.27353,2.01,0.0299,0.2057,0.081,0.4584,0.03349,81.91,405.73,5.336,0.03121,5.608,5.419,191.25,0.239,0.00276,0.010903,1.067,0.012051,2.14,0.33057,0.04369,0.3074,0.02665,1.6315,0.4868,0.3721,0.008271,3.571,0.00711,46.49,0.7995,0.3894,4.219,3.232,0.06382,12.925,0.39,1.1762
2025-12-13 00:00:00+00:00,90191.3,3113.01,133.04,0.1982,29.576,442.77,2.0215,0.5938,0.13897,0.08889,1.664,897.49,0.06017,0.1327,0.0043795,0.4103,1.6042,4315.06,0.03506,0.0002153,0.2469,0.07254,1.349,13.363,13.725,0.23762,579.61,1.6164,0.399,0.022736,0.41773,294.71,0.2709,2.037,0.03199,0.2151,0.07252,0.463,0.03343,81.44,414.78,5.384,0.03151,5.551,5.496,197.41,0.2452,0.002793,0.01131,1.074,0.01217,2.181,0.34104,0.04416,0.315,0.02788,1.6978,0.5148,0.3594,0.008347,3.526,0.00715,44.9,0.8077,0.3953,4.456,3.298,0.0652,13.175,0.3958,1.1393
2025-12-14 00:00:00+00:00,88118.8,3062.02,129.31,0.19589,28.806,404.05,1.977,0.562,0.134,0.09366,1.59,877.61,0.06754,0.1263,0.0041704,0.396,1.5525,4314.78,0.03406,0.0002016,0.2343,0.06947,1.314,12.869,13.267,0.22896,557.84,1.5457,0.375,0.022019,0.4264,279.87,0.27719,1.951,0.03077,0.2046,0.07203,0.4412,0.03199,78.92,409.56,5.158,0.03028,5.415,5.307,188.49,0.2334,0.002642,0.01039,1.062,0.011713,2.101,0.33873,0.0419,0.3005,0.02565,1.6142,0.4769,0.3489,0.008067,3.387,0.0068,40.97,0.7627,0.3708,4.377,3.065,0.06105,12.777,0.3788,1.1123
