,BTCUSDT,ETHUSDT,SOLUSDT,VELVETUSDT,HYPEUSDT,ZECUSDT,XRPUSDT,WLDUSDT,DOGEUSDT,AIOUSDT,NEARUSDT,BNBUSDT,HUSDT,STGUSDT,1000PEPEUSDT,ADAUSDT,SUIUSDT,PAXGUSDT,PLAYUSDT,HMSTRUSDT,ENAUSDT,IDUSDT,FILUSDT,AVAXUSDT,LINKUSDT,XLMUSDT,BCHUSDT,TONUSDT,CRVUSDT,HOMEUSDT,ESPORTSUSDT,TAOUSDT,TRXUSDT,DOTUSDT,SKYAIUSDT,ARBUSDT,SIRENUSDT,ONDOUSDT,CHZUSDT,LTCUSDT,XMRUSDT,INJUSDT,SAHARAUSDT,TRUMPUSDT,UNIUSDT,AAVEUSDT,FETUSDT,PUMPUSDT,PENGUUSDT,VVVUSDT,ASTRUSDT,ATOMUSDT,PIPPINUSDT,FIDAUSDT,OPUSDT,SXTUSDT,APTUSDT,EPICUSDT,FARTCOINUSDT,1000SHIBUSDT,DEXEUSDT,GALAUSDT,DASHUSDT,VIRTUALUSDT,JTOUSDT,ORDIUSDT,ICPUSDT,PYTHUSDT,ETCUSDT,WIFUSDT,MORPHOUSDT
2025-01-28 00:00:00+00:00,101279.6,3075.96,226.91,,,41.69,3.0553,1.6306,0.31853,,4.281,661.08,,0.3168,0.0114455,0.9161,3.6514,,,0.002512,0.6573,0.33651,4.384,32.048,22.599,0.39244,410.34,4.7817,0.675,,,450.62,0.23975,5.646,,0.5921,,1.3314,0.06382,109.86,217.86,17.581,,27.329,11.127,283.95,0.9784,,0.015522,,0.047601,5.661,0.07724,0.1846,1.3697,,7.2091,,0.8085,0.017951,19.422,0.02734,31.0,1.8666,2.83,17.177,8.54,0.26796,24.957,1.0563,3.094
2025-01-29 00:00:00+00:00,103698.2,3112.55,228.04,,,42.37,3.0671,1.7234,0.32388,,4.416,667.94,,0.3256,0.0123969,0.9391,3.697,,,0.002575,0.6817,0.34215,4.511,32.779,23.649,0.39241,414.73,4.8215,0.7,,,448.77,0.23996,5.762,,0.605,,1.4659,0.06538,115.8,221.62,18.38,,27.242,11.721,290.79,0.9917,,0.01507,9.398,0.048618,5.817,0.07325,0.19231,1.4346,,7.4255,,1.0061,0.018288,16.183,0.02897,32.09,1.924,3.2307,18.127,8.575,0.27457,25.518,1.1836,3.131
2025-01-30 00:00:00+00:00,104676.9,3245.86,238.15,,,43.91,3.127,1.7657,0.33137,,4.601,677.87,,0.3358,0.0129278,0.9591,4.1162,,,0.002695,0.7593,0.35711,4.807,34.278,24.449,0.42864,434.72,4.8191,0.785,,,452.76,0.25186,6.123,,0.6299,,1.564,0.07238,130.06,232.94,19.913,,26.063,11.961,315.36,1.0456,,0.014696,6.529,0.049572,6.211,0.0609,0.19982,1.4527,,7.8344,,1.1345,0.018676,21.022,0.03102,34.07,2.0107,3.3517,19.17,9.137,0.28621,26.272,1.1539,3.1983
2025-01-31 00:00:00+00:00,102379.7,3299.5,231.59,,,43.22,3.0347,1.7724,0.32872,,4.619,677.79,,0.3358,0.0138633,0.9422,4.086,,,0.002703,0.7644,0.35903,4.811,34.421,25.15,0.41404,424.11,4.8285,0.781,,,449.37,0.25361,6.318,,0.6412,,1.4869,0.07189,128.01,238.61,20.265,,24.14,11.767,332.6,1.0285,,0.014783,5.659,0.050304,6.24,0.04972,0.20011,1.4276,,7.8108,,0.8925,0.018896,21.487,0.03188,33.9,1.9738,3.3894,19.87,9.284,0.28529,26.833,1.1351,3.1436
2025-02-01 00:00:00+00:00,100603.6,3116.22,212.89,,,39.16,2.8768,1.6127,0.30771,,4.254,652.83,,0.3066,0.0122376,0.8941,3.733,,,0.002432,0.6753,0.33061,4.37,32.089,22.961,0.39198,403.69,4.601,0.686,,,392.8,0.24406,5.904,,0.5775,,1.3411,0.06614,118.02,234.3,18.269,,19.697,10.851,295.95,0.9346,,0.013555,3.981,0.046718,5.811,0.03767,0.18085,1.3348,,7.0491,,0.6318,0.017595,21.02,0.02818,30.41,1.6023,2.9965,17.344,8.489,0.25661,24.945,1.0084,2.7384
2025-02-02 00:00:00+00:00,97664.5,2868.05,203.42,,,33.21,2.5784,1.391,0.26793,,3.747,617.69,,0.2717,0.0107638,0.8042,3.3051,,,0.002059,0.5782,0.28271,3.6,27.614,20.45,0.35374,360.4,4.0592,0.555,,,350.54,0.22547,5.15,,0.4934,,1.2522,0.05771,109.04,222.11,15.507,,21.011,9.179,258.22,0.8217,,0.013038,3.369,0.041229,4.877,0.03334,0.16253,1.1166,,6.1531,,0.7191,0.015508,20.245,0.0239,26.85,1.4433,2.8689,13.791,7.481,0.22283,22.495,0.9491,2.3675
2025-02-03 00:00:00+00:00,101293.7,2878.69,216.2,,,35.43,2.6989,1.4195,0.28469,,3.77,616.76,,0.2883,0.0109988,0.8116,3.6483,,,0.001963,0.6775,0.2826,3.505,28.382,21.636,0.37005,352.87,4.0724,0.576,,,399.02,0.22854,5.174,,0.5105,,1.4063,0.06241,106.84,225.51,16.042,,19.656,9.951,276.29,0.8625,,0.013558,5.503,0.041448,4.922,0.04584,0.16028,1.186,,6.4975,,0.8071,0.016783,23.95,0.02443,26.82,1.5825,3.1032,13.523,7.636,0.2243,22.027,0.8598,2.3808
2025-02-04 00:00:00+00:00,97709.9,2730.03,206.48,,,32.09,2.5253,1.3139,0.26331,,3.392,572.81,,0.274,0.0101507,0.7434,3.5918,,,0.001793,0.6071,0.25668,3.333,26.448,19.965,0.34056,329.52,3.784,0.524,,,358.18,0.22436,4.738,,0.4772,,1.3524,0.05814,101.01,220.01,14.341,,17.183,9.064,271.99,0.7875,,0.013082,5.167,0.038976,4.685,0.03532,0.15194,1.1111,,6.0787,,0.6416,0.015742,21.012,0.02246,25.62,1.4322,2.9405,12.763,7.028,0.20439,20.645,0.802,2.0624
2025-02-05 00:00:00+00:00,96553.2,2787.0,196.03,,,32.12,2.3799,1.2871,0.25604,,3.277,569.42,,0.2676,0.0100016,0.7319,3.3283,,,0.001724,0.5488,0.25297,3.24,25.836,19.181,0.32686,327.79,3.7803,0.512,,,349.98,0.2223,4.686,,0.4704,,1.3085,0.05632,103.31,227.34,13.986,,18.159,9.266,259.57,0.7617,,0.011669,6.13,0.038982,4.672,0.03289,0.14707,1.0886,,5.9652,,0.4944,0.01576,20.758,0.02251,25.3,1.2977,2.6228,12.315,6.987,0.19752,20.679,0.7941,1.9392
2025-02-06 00:00:00+00:00,96515.1,2685.25,189.45,,,29.84,2.3238,1.2005,0.24773,,3.141,571.47,,0.2508,0.0092097,0.7047,3.134,,,0.001536,0.4713,0.23708,3.118,24.488,18.574,0.3179,315.91,3.738,0.47,,,325.86,0.23148,4.487,,0.4452,,1.3527,0.05409,101.59,222.43,13.107,,17.079,8.975,241.32,0.7125,,0.010666,5.163,0.036906,4.403,0.02678,0.13645,1.0376,,5.7246,,0.4236,0.014845,20.172,0.02084,24.54,1.1585,2.4957,11.169,6.705,0.18217,19.671,0.7109,1.8468
2025-02-07 00:00:00+00:00,96454.5,2620.66,191.84,,,30.09,2.3951,1.2041,0.24637,,3.203,577.42,,0.257,0.0089219,0.7066,3.0112,,,0.00156,0.4928,0.24113,3.185,24.447,18.368,0.32642,318.37,3.7142,0.476,,,319.39,0.22992,4.588,,0.4323,,1.3994,0.05522,103.03,205.5,13.472,,16.565,9.002,237.93,0.7276,,0.010138,6.111,0.037729,4.369,0.0264,0.13848,1.0179,,5.7071,,0.4212,0.015084,20.646,0.02117,25.01,1.1492,2.4667,11.172,6.785,0.17715,19.79,0.6767,1.7729
2025-02-08 00:00:00+00:00,96411.9,2630.99,199.21,,,31.83,2.4179,1.2472,0.25274,,3.282,612.27,,0.2674,0.00956,0.7001,3.0602,,,0.001719,0.5219,0.25935,3.302,24.569,18.428,0.33131,322.87,3.7372,0.51,,,350.37,0.2311,4.741,,0.4497,,1.3456,0.05809,104.62,214.09,13.801,,17.239,9.133,238.66,0.7344,,0.01055,7.288,0.039532,4.564,0.02798,0.1474,1.0613,,5.8411,,0.5421,0.015958,20.071,0.02205,25.74,1.2446,2.5285,12.162,7.009,0.18941,20.101,0.7172,2.0325
2025-02-09 00:00:00+00:00,96423.6,2626.07,200.32,,,32.38,2.3909,1.222,0.24873,,3.176,615.36,,0.2686,0.0095268,0.681,2.9933,,,0.001685,0.4759,0.26502,3.308,24.86,18.255,0.31376,324.26,3.8095,0.526,,,365.11,0.2321,4.759,,0.4486,,1.3255,0.05797,107.14,220.13,13.713,,15.864,9.125,241.13,0.7682,,0.010031,7.136,0.039169,4.566,0.02484,0.14463,1.0778,,5.8994,,0.4846,0.015653,19.575,0.02179,25.74,1.1368,2.4758,12.192,6.943,0.19487,20.136,0.6422,2.0373
2025-02-10 00:00:00+00:00,97379.2,2659.99,200.32,,,32.5,2.4226,1.258,0.25528,,3.207,618.38,,0.2686,0.0095922,0.7114,3.2134,,,0.001695,0.4776,0.27357,3.427,25.658,18.791,0.31299,329.09,3.8171,0.533,,,386.75,0.24616,4.842,,0.4722,,1.3299,0.05954,120.17,221.94,14.558,,15.902,9.453,252.48,0.7688,,0.010031,8.141,0.04044,4.815,0.0243,0.14869,1.0971,,6.188,,0.5677,0.015796,19.398,0.02306,27.04,1.1954,2.5559,11.99,7.005,0.20023,20.678,0.6569,2.0056
2025-02-11 00:00:00+00:00,95731.4,2601.03,197.87,,,33.04,2.4117,1.2439,0.25292,,3.198,641.58,,0.2667,0.0095803,0.7776,3.3249,,,0.001669,0.4421,0.27044,3.336,25.376,18.635,0.3178,331.17,3.7444,0.532,,,412.35,0.24078,4.806,,0.4625,,1.3305,0.0581,119.17,223.17,14.235,,15.345,9.374,243.56,0.7587,,0.010009,7.288,0.039271,4.701,0.03145,0.14712,1.0702,,5.883,,0.5628,0.015678,19.097,0.0227,26.97,1.3276,2.6243,11.217,7.085,0.20013,20.206,0.6273,1.917
2025-02-12 00:00:00+00:00,97816.3,2737.14,196.71,,,32.62,2.4723,1.2843,0.26411,,3.429,696.76,,0.2801,0.0100845,0.7991,3.5805,,,0.001775,0.4503,0.30417,3.477,26.491,19.19,0.33291,342.99,3.8314,0.555,,,402.14,0.24319,5.225,,0.4937,,1.3972,0.064,122.01,226.99,14.907,,15.447,9.948,252.69,0.8224,,0.010566,6.355,0.04143,5.063,0.03178,0.15236,1.1228,,6.1492,,0.5757,0.016989,18.658,0.02412,27.89,1.3775,2.9897,11.97,7.392,0.21264,21.371,0.6047,2.0021
2025-02-13 00:00:00+00:00,96560.6,2674.52,194.12,,,32.44,2.558,1.2243,0.2623,,3.374,664.35,,0.2719,0.0096841,0.8101,3.4658,,,0.001727,0.4495,0.29162,3.401,25.382,18.54,0.33669,334.81,3.7103,0.529,,,382.4,0.23395,5.128,,0.487,,1.3307,0.06068,126.53,224.72,15.113,,16.289,9.884,256.24,0.7769,,0.010137,5.569,0.04047,4.986,0.0259,0.14649,1.1227,,6.1339,,0.4762,0.016291,17.662,0.02328,27.69,1.2788,3.024,11.829,7.124,0.20404,21.129,0.5899,2.046
2025-02-14 00:00:00+00:00,97445.1,2724.74,199.31,,,33.0,2.7372,1.2945,0.27164,,3.551,659.42,,0.2772,0.0102906,0.7992,3.5507,,,0.001768,0.4843,0.29738,3.526,26.371,19.371,0.35038,341.36,3.8447,0.527,,,391.76,0.23138,5.169,,0.4973,,1.3266,0.06167,124.83,229.88,15.372,,21.578,10.051,262.47,0.8089,,0.010772,6.098,0.040471,4.905,0.02616,0.1512,1.1567,,6.1002,,0.4892,0.016705,18.122,0.02434,27.92,1.4085,3.2046,12.592,7.231,0.23293,21.379,0.7284,2.1902
2025-02-15 00:00:00+00:00,97538.0,2691.73,194.35,,,32.13,2.7601,1.2327,0.27161,,3.402,661.76,,0.2721,0.0099317,0.7803,3.4154,,,0.001687,0.4563,0.28474,3.414,25.468,18.987,0.34852,332.73,3.7913,0.511,,,375.01,0.2374,5.018,,0.4764,,1.2761,0.05888,133.77,230.2,15.28,,18.66,9.806,253.23,0.7708,,0.010102,5.766,0.039568,4.826,0.02296,0.14669,1.1282,,6.002,,0.4371,0.016308,17.8,0.02372,27.03,1.2964,3.1492,12.248,7.1,0.21384,20.788,0.687,2.1704
2025-02-16 00:00:00+00:00,96067.0,2660.0,188.14,,,34.14,2.7272,1.2191,0.26545,,3.413,672.65,,0.2788,0.0096975,0.7707,3.2679,,,0.001718,0.4491,0.31483,3.396,24.842,18.69,0.34231,326.04,3.7762,0.509,,,359.7,0.24223,4.875,,0.4737,,1.2737,0.05974,125.64,229.5,14.89,,18.733,9.578,253.72,0.7786,,0.009652,5.953,0.03986,4.762,0.02307,0.14515,1.1158,,5.8114,,0.4222,0.015959,17.428,0.0224,26.74,1.2506,3.0521,12.19,6.99,0.20966,20.425,0.6579,2.1304
2025-02-17 00:00:00+00:00,95743.2,2743.0,177.47,,,36.41,2.6586,1.2038,0.25807,,3.255,667.12,,0.2826,0.0101167,0.8084,3.2169,,,0.001671,0.4552,0.30804,3.434,25.017,19.097,0.33391,323.68,3.7609,0.516,,,360.64,0.23861,4.887,,0.4966,,1.2337,0.06018,122.24,238.11,14.956,,17.173,9.939,264.45,0.7577,,0.009237,5.614,0.039555,4.812,0.02735,0.15292,1.2051,,5.932,,0.3609,0.01574,18.036,0.02248,26.48,1.1513,2.715,12.295,7.055,0.20852,20.896,0.6312,2.1456
2025-02-18 00:00:00+00:00,95622.0,2670.57,169.21,,,33.83,2.5615,1.1375,0.25119,,3.138,648.04,,0.2662,0.00926,0.7536,3.0633,,,0.001571,0.4227,0.30849,3.228,23.513,17.856,0.32328,315.94,3.6729,0.495,,,375.35,0.23911,4.766,,0.4602,,1.2015,0.05551,129.67,237.26,13.883,,16.374,9.624,249.42,0.7297,,0.008252,5.301,0.038095,4.569,0.02527,0.13861,1.0866,,5.6287,,0.322,0.015225,18.09,0.02193,25.72,1.0051,2.6382,11.684,6.756,0.21155,20.16,0.6154,2.0196
2025-02-19 00:00:00+00:00,96598.0,2714.06,168.85,,,36.08,2.7356,1.1304,0.25467,,3.156,653.11,,0.2682,0.0093511,0.7731,3.2168,,,0.001594,0.3964,0.30881,3.323,23.715,17.963,0.34148,322.44,3.5428,0.516,,,419.81,0.24218,4.881,,0.4708,,1.2126,0.05417,134.82,239.46,14.904,,17.02,9.428,252.88,0.7227,,0.007986,4.518,0.039619,4.686,0.02191,0.13538,1.1257,,6.3205,,0.298,0.015399,18.782,0.02217,26.49,0.9691,2.5913,12.605,6.846,0.21176,21.163,0.6082,2.2316
2025-02-20 00:00:00+00:00,98252.9,2736.87,175.9,,,36.58,2.6867,1.2017,0.25458,,3.465,655.94,,0.276,0.0096255,0.8034,3.4489,,,0.001651,0.419,0.31726,3.492,25.142,18.278,0.34435,325.68,3.6005,0.531,,,465.71,0.24618,5.044,,0.4904,,1.2407,0.05422,130.75,228.98,15.699,,17.085,9.338,261.14,0.7746,,0.008677,4.755,0.041854,4.92,0.02463,0.13913,1.1627,,6.3181,,0.3544,0.015537,18.906,0.02292,27.63,1.1454,2.7338,12.829,7.14,0.24229,20.918,0.6454,2.3607
2025-02-21 00:00:00+00:00,96127.9,2660.85,168.83,,,35.14,2.5698,1.1818,0.23941,,3.308,647.11,,0.2683,0.0091203,0.7614,3.2678,,,0.001647,0.4612,0.30316,3.319,24.531,17.412,0.32571,313.56,3.5645,0.498,,,444.4,0.23775,5.058,,0.4678,,1.1258,0.05107,127.97,232.97,15.255,,15.894,8.733,242.6,0.7529,,0.008396,4.185,0.042941,4.768,0.02386,0.1327,1.0886,,5.9816,,0.3082,0.015068,18.204,0.02228,26.6,1.1224,2.9266,12.915,6.976,0.23358,20.197,0.6429,2.1427
2025-02-22 00:00:00+00:00,96503.3,2762.01,171.98,,,35.86,2.5726,1.2563,0.24643,,3.466,668.13,,0.2732,0.0096217,0.773,3.4206,,,0.001739,0.4471,0.30727,3.431,25.823,17.745,0.33408,320.8,3.7395,0.504,,,432.16,0.23923,5.041,,0.4763,,1.1591,0.05261,125.84,234.94,15.275,,16.516,9.031,246.98,0.7877,,0.008928,4.468,0.045528,4.963,0.02727,0.13778,1.143,,6.0221,,0.361,0.015597,18.696,0.02309,27.34,1.2363,2.9582,13.125,7.191,0.23854,20.451,0.7036,2.2408
2025-02-23 00:00:00+00:00,96218.4,2818.54,167.84,,,35.86,2.5744,1.2387,0.24269,,3.431,657.65,,0.2719,0.0093434,0.7692,3.3763,,,0.001657,0.4414,0.29826,3.411,24.833,17.604,0.33293,327.64,3.765,0.508,,,433.6,0.24594,4.951,,0.4779,,1.1335,0.05209,129.79,235.82,16.123,,16.12,9.015,247.49,0.7567,,0.008639,4.289,0.043268,4.875,0.02411,0.13461,1.1795,,6.1134,,0.3336,0.015446,18.6,0.02231,27.06,1.1718,2.7835,12.869,7.061,0.2458,20.738,0.6584,2.2153
2025-02-24 00:00:00+00:00,91514.5,2512.27,141.73,,,32.97,2.2769,1.0527,0.21037,,3.063,614.06,,0.2479,0.0078868,0.6811,2.8294,,,0.001683,0.3746,0.2681,3.014,21.866,15.249,0.29755,291.33,3.4096,0.434,,,397.0,0.23987,4.412,,0.4108,,0.9835,0.04754,114.69,226.61,13.838,,12.93,7.973,210.63,0.6674,,0.007219,4.398,0.038335,4.354,0.02177,0.11219,1.0024,,5.4029,,0.2778,0.013628,18.74,0.01876,24.11,1.0081,2.5013,10.632,6.392,0.2058,18.616,0.5557,1.8966
2025-02-25 00:00:00+00:00,88639.1,2494.45,144.24,,,33.51,2.3211,1.0904,0.21147,,3.007,622.87,,0.2457,0.008245,0.6829,2.9551,,,0.001711,0.4068,0.27097,3.14,21.936,15.306,0.29527,291.67,3.5467,0.454,,,379.78,0.2306,4.638,,0.4193,,1.0034,0.04973,114.51,216.74,13.528,,13.246,8.307,205.04,0.6633,,0.008056,4.695,0.038497,4.453,0.02672,0.11555,1.0783,,5.6321,,0.2892,0.014088,19.938,0.01978,25.28,1.1,2.5915,11.699,6.334,0.20882,18.879,0.5495,1.9722
2025-02-26 00:00:00+00:00,84208.5,2335.33,135.27,,,36.07,2.1971,1.1115,0.20347,,3.021,611.5,,0.2443,0.008323,0.6469,2.8819,,,0.001743,0.4279,0.27618,3.147,21.859,15.249,0.28628,293.78,3.4988,0.462,,,351.45,0.22704,4.753,,0.4223,,0.9774,0.05039,124.6,214.42,12.978,,13.291,7.904,202.48,0.6605,,0.008336,4.57,0.03919,4.605,0.0354,0.11548,1.1556,,5.903,,0.3383,0.014415,19.562,0.01973,26.34,1.1551,2.5832,12.316,6.386,0.21134,18.751,0.5789,2.0261
2025-02-27 00:00:00+00:00,84668.1,2306.66,137.6,,,36.63,2.1973,1.1539,0.20678,,3.056,605.19,,0.251,0.0082127,0.6448,2.7872,,,0.001841,0.4162,0.27887,3.261,22.519,15.103,0.28306,296.66,3.4188,0.453,,,329.88,0.22841,4.932,,0.4248,,0.9717,0.0508,126.81,209.44,13.563,,12.592,7.862,203.86,0.6557,,0.008092,3.975,0.038873,4.568,0.02915,0.11665,1.1066,,6.1497,,0.3084,0.01442,17.513,0.01991,26.15,1.0634,2.484,12.686,6.659,0.20989,18.709,0.5851,2.4214
2025-02-28 00:00:00+00:00,84299.6,2236.59,148.1,,,37.55,2.1443,1.1104,0.20176,,3.065,587.82,,0.2537,0.0079256,0.6326,2.8287,,,0.001954,0.414,0.2724,3.249,22.368,14.81,0.28622,315.58,3.3259,0.45,,,326.32,0.23325,4.711,,0.4218,,0.9903,0.05102,127.99,217.91,13.316,,12.958,7.493,192.13,0.6531,,0.009088,4.04,0.037921,4.632,0.03097,0.1198,1.0799,,6.4553,,0.2972,0.013929,18.483,0.01998,25.89,1.1049,2.5255,12.288,6.51,0.20916,19.553,0.6292,2.1017
2025-03-01 00:00:00+00:00,86007.7,2216.6,143.58,,,37.74,2.1904,1.1056,0.20663,,3.27,607.28,,0.253,0.0075889,0.6589,2.8184,,,0.001862,0.4004,0.26539,3.241,21.853,14.751,0.31121,311.3,3.3211,0.435,,,337.5,0.23395,4.661,,0.4176,,1.0241,0.05017,124.24,224.0,13.014,,13.161,7.494,194.94,0.6397,,0.008754,3.88,0.03744,4.491,0.02462,0.11602,1.0418,,6.3038,,0.2516,0.013636,18.187,0.01966,25.44,1.0534,2.4257,11.28,6.584,0.20401,19.04,0.6111,2.0191
2025-03-02 00:00:00+00:00,94222.8,2517.12,178.64,,,41.26,2.9384,1.2121,0.23918,,3.553,623.53,,0.2649,0.0088297,1.1336,3.1938,,,0.002113,0.475,0.28728,3.564,24.941,17.407,0.35088,334.08,3.506,0.501,,,353.17,0.24401,5.202,,0.4628,,1.194,0.05354,127.82,229.96,14.34,,16.962,8.265,223.38,0.7474,,0.009236,4.145,0.039888,4.905,0.03134,0.14054,1.1686,,6.7548,,0.3502,0.015151,18.476,0.0222,27.33,1.2123,2.7767,13.07,7.222,0.22105,20.994,0.7615,2.1708
2025-03-03 00:00:00+00:00,86192.7,2148.22,142.05,,,36.28,2.386,1.0475,0.19903,,2.969,575.72,,0.2337,0.007218,0.857,2.6165,,,0.001993,0.3635,0.24395,3.068,20.931,14.445,0.29218,321.16,3.0601,0.412,,,295.31,0.23103,4.469,,0.3914,,0.982,0.04647,109.81,218.24,11.964,,12.818,7.122,180.85,0.6167,,0.007102,3.221,0.033996,4.221,0.02615,0.11602,0.9835,,5.7317,,0.2686,0.012899,17.806,0.01838,24.0,0.9542,2.3405,11.087,6.166,0.1829,18.695,0.6433,1.8073
2025-03-04 00:00:00+00:00,87245.9,2170.51,144.7,,,35.03,2.4532,0.9437,0.19898,,2.81,583.8,,0.2232,0.0069842,0.9404,2.5248,,,0.002074,0.3829,0.23583,3.014,19.982,14.855,0.29478,320.64,3.1184,0.417,,,287.25,0.24252,4.326,,0.3796,,0.9597,0.04779,103.57,224.11,11.079,,12.966,7.065,206.53,0.5863,,0.006725,3.232,0.033705,4.157,0.02311,0.12235,0.9412,,5.4505,,0.258,0.013076,18.852,0.0177,24.14,0.89,2.3721,11.14,6.024,0.1772,18.939,0.574,1.7315
2025-03-05 00:00:00+00:00,90566.1,2240.45,146.16,,,36.39,2.498,0.9758,0.20463,,2.987,597.93,,0.2278,0.0070721,0.9736,2.6312,,,0.002109,0.3435,0.24712,3.134,21.713,16.411,0.29933,392.15,3.0319,0.436,,,299.83,0.24347,4.521,,0.4148,,1.1195,0.04888,104.66,226.89,12.071,,13.213,7.514,220.74,0.6185,,0.006566,3.345,0.03456,4.322,0.02629,0.12253,0.9864,,6.2052,,0.3072,0.013357,18.926,0.01881,24.92,0.8732,2.6944,10.715,6.363,0.18632,20.483,0.5821,1.7329
2025-03-06 00:00:00+00:00,89887.8,2201.34,143.22,,,34.06,2.5981,0.9599,0.2014,,3.054,596.27,,0.2223,0.0068323,0.9058,2.734,,,0.002034,0.3645,0.24039,3.085,20.988,17.046,0.29588,394.71,3.0362,0.419,,,287.74,0.23993,4.428,,0.4035,,1.0719,0.04784,103.33,228.35,11.868,,13.078,7.099,208.4,0.6296,,0.006205,3.2,0.033415,4.251,0.02285,0.11759,0.9537,,5.9951,,0.2908,0.013389,18.344,0.01853,24.38,0.7832,2.6287,10.319,6.191,0.18084,19.949,0.5711,1.5806
2025-03-07 00:00:00+00:00,86753.8,2140.72,139.31,,,32.95,2.3836,0.9362,0.19829,,2.941,594.53,,0.2142,0.0069868,0.8174,2.5808,,,0.001994,0.428,0.23871,3.114,20.13,15.928,0.28317,388.87,2.9886,0.428,,,275.17,0.24348,4.41,,0.3946,,0.9762,0.0489,103.63,216.56,11.483,,12.351,7.066,196.54,0.583,,0.006388,3.077,0.03296,4.261,0.0212,0.114,0.9566,,6.162,,0.25,0.013137,18.426,0.01849,24.2,0.7182,2.4705,9.193,6.068,0.17065,20.391,0.5339,1.5628
2025-03-08 00:00:00+00:00,86184.7,2202.84,136.92,,,32.55,2.3245,0.8881,0.1922,,2.883,592.8,,0.2147,0.0066689,0.8045,2.482,,,0.002068,0.4417,0.23387,3.101,20.488,15.253,0.27557,385.63,2.953,0.426,,,276.09,0.24366,4.287,,0.3977,,0.9476,0.04744,102.32,220.33,11.282,,12.023,7.158,195.64,0.6017,,0.006077,3.028,0.032587,4.103,0.0211,0.11208,0.9352,,5.9503,,0.2373,0.012656,18.65,0.01765,24.05,0.6938,2.3223,9.225,5.949,0.16756,20.219,0.5337,1.5126
2025-03-09 00:00:00+00:00,80688.8,2019.2,126.42,,,29.82,2.1376,0.796,0.16799,,2.55,554.4,,0.1931,0.0058665,0.7208,2.2891,,,0.002126,0.4199,0.20539,2.785,17.959,13.795,0.26288,357.3,2.6476,0.376,,,243.58,0.23192,4.015,,0.3492,,0.8496,0.04327,94.57,211.15,9.468,,10.707,6.392,178.49,0.5271,,0.005517,2.813,0.02979,3.802,0.01992,0.10083,0.8481,,5.6107,,0.232,0.011649,17.762,0.01586,21.96,0.6162,2.1399,8.032,5.419,0.14649,17.921,0.442,1.2514
2025-03-10 00:00:00+00:00,78567.8,1864.51,118.26,,,29.15,2.0202,0.7563,0.15401,,2.283,531.25,,0.1863,0.0056983,0.6707,2.088,,,0.002136,0.4127,0.19023,2.642,16.253,12.653,0.2417,331.58,2.5217,0.366,,,225.17,0.22894,3.866,,0.3201,,0.7829,0.04089,87.44,200.93,8.784,,10.298,5.902,180.27,0.4614,,0.005596,2.601,0.029126,3.577,0.01841,0.1081,0.8028,,5.1938,,0.2187,0.01149,17.415,0.015,20.94,0.5592,2.1143,8.363,5.09,0.13688,16.861,0.4284,1.1652
2025-03-11 00:00:00+00:00,82896.0,1922.61,125.28,,,30.28,2.17,0.798,0.1645,,2.449,551.47,,0.1934,0.0063199,0.7233,2.2285,,,0.002186,0.3901,0.20301,2.741,17.498,13.132,0.25522,340.07,2.6392,0.4,,,260.43,0.22407,4.041,,0.3375,,0.8292,0.04322,90.41,212.3,9.101,,10.501,6.094,181.98,0.4812,,0.006208,3.105,0.030171,3.882,0.01884,0.10949,0.8514,,5.3065,,0.2622,0.012044,17.559,0.01585,21.73,0.5749,2.1491,8.497,5.413,0.14037,17.857,0.4481,1.1977
2025-03-12 00:00:00+00:00,83640.7,1907.24,126.55,,,30.23,2.2382,0.8412,0.17231,,2.554,569.75,,0.2002,0.0069493,0.7354,2.2837,,,0.002184,0.3699,0.22754,2.787,18.904,13.479,0.25929,353.69,2.7484,0.406,,,259.46,0.22273,3.966,,0.3484,,0.8755,0.04389,91.46,208.09,9.662,,10.563,5.908,174.72,0.5024,,0.006008,3.614,0.031065,3.884,0.01886,0.11226,0.8781,,5.201,,0.2908,0.012322,17.325,0.01663,22.14,0.6055,2.1558,8.8,5.478,0.14478,17.974,0.4803,1.3177
2025-03-13 00:00:00+00:00,81085.4,1863.76,123.32,,,30.92,2.2512,0.8383,0.16513,,2.57,579.45,,0.1976,0.0066931,0.7023,2.1621,,,0.002133,0.3391,0.23702,2.747,18.496,13.035,0.27354,325.65,2.7634,0.393,,,238.25,0.225,3.977,,0.3436,,0.8279,0.04254,88.04,206.6,9.264,,10.719,5.885,162.74,0.4968,,0.005941,3.457,0.03038,3.905,0.01756,0.11014,0.8363,,5.1476,1.6002,0.2428,0.012024,17.401,0.0162,22.13,0.576,2.1401,8.612,5.444,0.14111,17.885,0.4699,1.2718
